SampleID,Actinobacteria,Bacteroides,Bacteroidetes,Bifidobacterium,Clostridium,Cyanobacteria,Firmicutes,Fusobacteria,Lactobacillus,Other,Prevotella,Proteobacteria,Tenericutes,Verrucomicrobia,Age,Sex
000007688.1130544,0.0017,0.2064,0.0845,0.0094,0.0066,0.0,0.6733,0.0001,0.0,0.0,0.0007,0.0143,0.0016,0.0014,52,1
000004894.1130072,0.0034,0.4748,0.053,0.0008,0.007,0.0,0.443,0.0,0.0024,0.0,0.0005,0.0104,0.0,0.0047,31,0
000008959a.1130545,0.0005,0.1572,0.0666,0.0,0.0002,0.0,0.3848,0.0,0.0,0.0007,0.3602,0.0233,0.0065,0.0,37,1
000009671.1212949,0.0012,0.2515,0.1547,0.0,0.0157,0.0016,0.4451,0.0001,0.0,0.0011,0.0401,0.0143,0.009,0.0656,65,0
000010893.1213052,0.0011,0.2103,0.0601,0.0004,0.0066,0.0025,0.53,0.0,0.0,0.0004,0.1026,0.0295,0.0087,0.0478,71,1
000010908.1213091,0.0009,0.361,0.0592,0.0,0.0057,0.0006,0.5452,0.0003,0.0001,0.0003,0.0004,0.0228,0.0007,0.0028,43,0
000009476.1213012,0.0233,0.5977,0.0134,0.0085,0.0004,0.0,0.336,0.0005,0.0,0.0,0.0019,0.0183,0.0,0.0,34,1
000001585.1212947,0.0021,0.1515,0.0053,0.0005,0.0029,0.0003,0.7755,0.0,0.0,0.0,0.0001,0.0166,0.0452,0.0,68,0
000010839.1213095,0.0003,0.525,0.081,0.0008,0.0009,0.0001,0.3154,0.0,0.0,0.0,0.0008,0.0648,0.0005,0.0104,49,1
000010181.1213135,0.0011,0.1395,0.1073,0.0041,0.0026,0.0,0.486,0.0006,0.0,0.0198,0.0006,0.0287,0.0,0.2097,49,0
000003493.1213060,0.0016,0.537,0.0987,0.0,0.0084,0.0001,0.3257,0.0002,0.0,0.0,0.0005,0.0278,0.0,0.0,55,1
000002822.1213019,0.0006,0.4614,0.1965,0.0036,0.0001,0.0,0.2955,0.0001,0.0,0.0001,0.0241,0.0166,0.0,0.0014,36,0
000010104.1213053,0.101,0.2288,0.0609,0.0,0.0923,0.0,0.5121,0.0001,0.0,0.0,0.0009,0.003,0.0009,0.0,41,1
000001870.1212959,0.0083,0.3442,0.0854,0.0,0.0043,0.0001,0.5372,0.0,0.0018,0.0002,0.0066,0.001,0.0006,0.0103,56,0
000001352.1212998,0.0003,0.266,0.0432,0.0007,0.0016,0.0,0.3137,0.0003,0.0001,0.0,0.3529,0.0201,0.0001,0.001,27,1
000004192.1213137,0.0009,0.4801,0.0956,0.0011,0.0047,0.0001,0.2975,0.0002,0.0002,0.0002,0.0005,0.0102,0.002,0.1067,58,0
000006826.1213098,0.0007,0.7276,0.0165,0.0,0.0004,0.0,0.2487,0.0001,0.0,0.0,0.0001,0.0043,0.0001,0.0015,79,0
000010297.1213071,0.0047,0.2906,0.0555,0.0079,0.012,0.0003,0.6135,0.0009,0.0001,0.0001,0.001,0.0121,0.0,0.0013,71,1
000009556.1212974,0.0066,0.5695,0.1381,0.0005,0.0079,0.0021,0.2332,0.0242,0.0,0.0,0.0007,0.0171,0.0001,0.0,44,0
000009193.1213038,0.0006,0.6626,0.0819,0.0,0.0002,0.0,0.2148,0.0011,0.0,0.0003,0.0143,0.0209,0.0021,0.0012,49,0
000009675.1213127,0.0004,0.2035,0.0391,0.0008,0.0091,0.0,0.6976,0.0002,0.0001,0.0,0.0049,0.0185,0.0006,0.0252,50,0
000009670.1213024,0.0026,0.6742,0.1092,0.0022,0.0005,0.0,0.1918,0.0001,0.0,0.0,0.0023,0.0171,0.0,0.0,81,0
000009070.1213136,0.008,0.2676,0.005,0.0397,0.0007,0.0,0.6601,0.0,0.0,0.0,0.0001,0.0188,0.0,0.0,29,1
000009534.1213088,0.0021,0.2624,0.036,0.0035,0.0014,0.0005,0.634,0.0006,0.0,0.0,0.0196,0.0206,0.0,0.0193,58,0
000010136.1212950,0.0007,0.6047,0.0908,0.0001,0.0025,0.0,0.2409,0.0001,0.0,0.0004,0.0004,0.0307,0.0,0.0287,57,1
000010723.1213082,0.0018,0.2627,0.0639,0.0001,0.0017,0.0,0.6524,0.0,0.0003,0.0,0.0085,0.0044,0.0036,0.0006,56,1
000010777.1213117,0.0007,0.4184,0.0751,0.0,0.0032,0.0001,0.4799,0.0001,0.0008,0.002,0.001,0.0058,0.001,0.0119,27,0
000007679.1212996,0.0017,0.308,0.0055,0.0047,0.003,0.0003,0.6582,0.0002,0.0,0.0,0.0011,0.0114,0.0001,0.0058,30,0
000004820.1212987,0.0002,0.6439,0.0738,0.0,0.001,0.0003,0.2285,0.0002,0.0,0.0,0.0009,0.0411,0.0101,0.0,39,0
000009216.1213001,0.0008,0.6337,0.0828,0.0005,0.0001,0.0,0.1885,0.0,0.0,0.0021,0.0706,0.0207,0.0002,0.0,60,0
000010099.1210572,0.0054,0.4004,0.0098,0.0,0.0018,0.0,0.5132,0.0,0.0,0.0,0.0007,0.0302,0.0,0.0385,49,1
000005804.1210662,0.0018,0.1815,0.1542,0.0,0.0023,0.0002,0.37,0.0,0.0,0.0,0.2347,0.0385,0.0,0.0168,62,0
000010285.1210539,0.0014,0.2955,0.0178,0.0,0.0008,0.0,0.1202,0.0001,0.0,0.0,0.0014,0.5232,0.0,0.0396,50,1
000010957.1210641,0.0013,0.5293,0.1086,0.0,0.002,0.0001,0.3348,0.0008,0.0001,0.0,0.0022,0.0208,0.0,0.0,61,0
000011035.1210849,0.001,0.0361,0.0459,0.0008,0.0046,0.0002,0.608,0.0,0.0,0.0145,0.0005,0.0013,0.0695,0.2176,56,0
000010732.1210653,0.0023,0.4396,0.102,0.0,0.0008,0.0,0.4146,0.0001,0.0001,0.0,0.0018,0.0378,0.0,0.0009,50,1
000010984.1210816,0.0674,0.0413,0.0204,0.0721,0.004,0.0001,0.5865,0.0,0.0254,0.0,0.1724,0.0018,0.0077,0.0009,42,1
000002071.1210836,0.0087,0.0927,0.0023,0.0003,0.022,0.0007,0.8241,0.0,0.0015,0.0,0.0002,0.0023,0.0452,0.0,52,0
000011246.1210942,0.001,0.0078,0.0423,0.0,0.0025,0.0004,0.3218,0.0,0.0002,0.104,0.4925,0.0151,0.0105,0.0019,57,0
000011090.1210563,0.001,0.3098,0.1852,0.0131,0.0026,0.0002,0.4348,0.0,0.0,0.001,0.0013,0.0265,0.0011,0.0234,36,0
000002420.1210726,0.0027,0.6568,0.002,0.0051,0.0169,0.0006,0.1545,0.0,0.0,0.0,0.0016,0.1595,0.0002,0.0001,29,0
000002258.1210686,0.0015,0.4247,0.0577,0.0039,0.0164,0.0,0.4555,0.0,0.0002,0.0,0.0031,0.0367,0.0002,0.0001,45,0
000013114.1210521,0.0081,0.5369,0.0868,0.0008,0.0014,0.0009,0.2985,0.0016,0.0009,0.0,0.0057,0.0292,0.0016,0.0276,48,1
000012059.1210747,0.0012,0.5497,0.0389,0.0032,0.0021,0.0,0.3768,0.0008,0.0,0.0011,0.0021,0.0108,0.0,0.0133,73,0
000010919.1210882,0.0005,0.2598,0.0418,0.0005,0.0001,0.0012,0.388,0.0,0.0001,0.0003,0.0013,0.0151,0.0,0.2913,32,1
000011395.1210826,0.0072,0.6227,0.0146,0.0001,0.002,0.002,0.2673,0.0012,0.0,0.0,0.006,0.0767,0.0002,0.0,63,0
000012231.1210717,0.0235,0.1347,0.0234,0.0001,0.0015,0.0,0.6084,0.0,0.0013,0.0006,0.1427,0.0101,0.006,0.0477,51,0
000011269.1210536,0.0007,0.6272,0.067,0.0015,0.0022,0.0004,0.2767,0.0,0.0,0.0,0.0008,0.0234,0.0,0.0001,61,1
000010102.1210529,0.0009,0.3524,0.0918,0.0073,0.0002,0.0,0.5412,0.0,0.0,0.0,0.0008,0.0052,0.0,0.0002,32,1
000004018.1210584,0.0029,0.2533,0.0402,0.0,0.0007,0.0,0.5281,0.0,0.0,0.0059,0.0013,0.0018,0.0,0.1658,65,0
000010154.1210822,0.003,0.1561,0.0843,0.0002,0.0017,0.0055,0.517,0.0002,0.0,0.0038,0.1976,0.0129,0.0141,0.0036,64,0
000003922.1210891,0.0036,0.2211,0.0384,0.0405,0.0013,0.0,0.5712,0.0001,0.0,0.0013,0.0009,0.0797,0.0014,0.0405,51,0
000006776.1210725,0.0058,0.1316,0.0581,0.0001,0.0017,0.0002,0.7855,0.0,0.0006,0.0,0.0002,0.0046,0.0,0.0116,57,1
000010821.1210755,0.0192,0.3857,0.0508,0.0091,0.0005,0.0,0.4571,0.0011,0.0006,0.0,0.0371,0.0388,0.0,0.0,30,1
000010843.1210560,0.0012,0.3889,0.1296,0.0003,0.0085,0.0,0.4481,0.0,0.0008,0.0004,0.0012,0.0136,0.0037,0.0037,23,0
000011312.1210778,0.0055,0.2271,0.1027,0.0,0.001,0.0003,0.6471,0.0,0.0016,0.0026,0.0036,0.0052,0.0001,0.0032,61,0
000006000.1210732,0.0019,0.2518,0.1303,0.0001,0.0015,0.0,0.5572,0.0,0.0,0.0005,0.0005,0.0453,0.0065,0.0044,59,0
000001524.1210652,0.0013,0.2511,0.0329,0.0017,0.0013,0.0001,0.69,0.0,0.0,0.0,0.0005,0.0209,0.0,0.0002,43,1
000010894.1210547,0.0013,0.5798,0.0153,0.0026,0.0002,0.0001,0.3363,0.0001,0.0001,0.0,0.0004,0.0638,0.0,0.0,26,1
000012086.1210914,0.0012,0.3243,0.0925,0.0027,0.0113,0.0,0.5623,0.0,0.0,0.0,0.0007,0.0048,0.0002,0.0,40,0
000011335.1210545,0.002,0.1903,0.0524,0.0022,0.0071,0.0001,0.6565,0.0,0.0,0.0003,0.0004,0.0336,0.0551,0.0,71,1
000011223.1210739,0.0015,0.1861,0.1772,0.0003,0.0089,0.0014,0.5788,0.0003,0.0,0.0011,0.0011,0.0285,0.0063,0.0085,39,1
000012285.1210827,0.0027,0.3769,0.1198,0.0059,0.0017,0.0002,0.4552,0.0,0.0,0.0004,0.0044,0.0131,0.0179,0.0018,30,0
000010561.1210676,0.002,0.1751,0.0462,0.0245,0.0012,0.0001,0.7453,0.0,0.0009,0.0,0.0002,0.004,0.0005,0.0,27,0
000013902.1210869,0.0021,0.1232,0.0488,0.0013,0.0057,0.0008,0.5883,0.0,0.0,0.0003,0.2067,0.0199,0.0019,0.001,46,1
000010827.1210606,0.0005,0.3034,0.1924,0.0018,0.0008,0.0018,0.4694,0.0001,0.0001,0.0001,0.0012,0.0182,0.0052,0.005,53,1
000012418.1210549,0.0021,0.4019,0.1152,0.0022,0.0005,0.0,0.4088,0.0,0.0,0.0,0.0006,0.0655,0.0001,0.0031,48,1
000010112.1210808,0.0067,0.0173,0.0161,0.0141,0.0256,0.0002,0.9134,0.0001,0.0,0.0,0.001,0.0053,0.0001,0.0001,69,0
000011329.1210896,0.002,0.2384,0.0497,0.0032,0.0033,0.0001,0.6978,0.0,0.0002,0.0001,0.001,0.0041,0.0,0.0001,20,1
000010115.1210633,0.0019,0.4795,0.0544,0.0,0.0021,0.0002,0.4023,0.0,0.0,0.0,0.0374,0.0083,0.0,0.0139,30,1
000005008.1210535,0.001,0.503,0.1135,0.0007,0.0007,0.0,0.3128,0.0,0.0,0.0002,0.0154,0.0288,0.0219,0.002,47,1
000002946.1210955,0.0024,0.2991,0.1629,0.0,0.0015,0.0,0.3982,0.0,0.0,0.0036,0.0061,0.0505,0.002,0.0737,71,0
000012339.1210798,0.0006,0.1659,0.0515,0.0,0.0068,0.0006,0.7278,0.0001,0.0,0.0002,0.0001,0.0378,0.0076,0.001,72,1
000012155.1210635,0.0045,0.2268,0.1207,0.0036,0.0078,0.0023,0.5752,0.0,0.0,0.0027,0.0018,0.0301,0.0127,0.0118,35,1
000010761.1210928,0.0005,0.3116,0.0503,0.0099,0.0013,0.0003,0.4527,0.0,0.0,0.0022,0.0236,0.065,0.0728,0.0098,44,0
000010206.1210956,0.0013,0.1779,0.0627,0.0005,0.0034,0.0003,0.3874,0.0002,0.0,0.0013,0.315,0.0255,0.0107,0.0138,74,0
000011302.1210754,0.0004,0.2386,0.129,0.0002,0.0029,0.0001,0.3519,0.0,0.0,0.0,0.237,0.0241,0.0142,0.0016,54,1
000009164.1210823,0.0004,0.295,0.0778,0.0015,0.017,0.0,0.5984,0.0,0.0,0.0,0.0025,0.0074,0.0,0.0,26,0
000006117.1210656,0.0018,0.5069,0.1701,0.0004,0.0008,0.0001,0.2572,0.0,0.0,0.0,0.0015,0.0612,0.0,0.0,37,0
000012276.1210773,0.0014,0.2079,0.0812,0.001,0.0052,0.002,0.6892,0.0007,0.0,0.0,0.0004,0.0046,0.0003,0.0061,36,1
000009405.1210817,0.0015,0.2685,0.0052,0.0001,0.0035,0.0002,0.4915,0.0004,0.0001,0.0,0.001,0.0144,0.043,0.1706,67,0
000012388.1210761,0.0096,0.044,0.019,0.0011,0.0019,0.0006,0.5273,0.0002,0.0088,0.0002,0.1614,0.2257,0.0,0.0002,67,1
000010765.1210903,0.0011,0.4604,0.0083,0.0,0.0034,0.0011,0.5107,0.0001,0.0,0.0,0.0004,0.0145,0.0,0.0,38,0
000012994.1257089,0.0008,0.1232,0.0798,0.0007,0.0028,0.0001,0.4372,0.0,0.0,0.0006,0.2887,0.0162,0.0,0.0499,64,1
000011959.1257086,0.002,0.4213,0.0243,0.0,0.0032,0.0,0.5481,0.0,0.0002,0.0,0.0001,0.0007,0.0001,0.0,51,0
000014433.1257170,0.0005,0.5117,0.1883,0.0116,0.0013,0.0007,0.2215,0.0001,0.0,0.0,0.0008,0.0527,0.0,0.0108,69,0
000012993.1257375,0.0004,0.3162,0.1116,0.0003,0.0039,0.0,0.4151,0.0,0.0,0.0007,0.0165,0.0739,0.0046,0.0568,48,0
000012918.1257414,0.0009,0.2567,0.0556,0.0014,0.0016,0.0,0.6602,0.0,0.0,0.0012,0.0011,0.0008,0.0,0.0205,57,0
000012007.1257306,0.0007,0.4869,0.1545,0.0001,0.0021,0.0003,0.2298,0.0001,0.0,0.0,0.0004,0.0466,0.0001,0.0784,52,0
000013026.1257147,0.0007,0.4741,0.1056,0.0022,0.0018,0.0,0.3247,0.0001,0.0,0.0,0.0002,0.0011,0.0025,0.087,71,1
000013541.1257173,0.0004,0.6178,0.0521,0.0,0.002,0.0002,0.2992,0.0,0.0,0.0,0.0009,0.0166,0.0,0.0108,54,1
000011350.1257480,0.001,0.0662,0.1335,0.0003,0.0004,0.0,0.4592,0.0,0.0009,0.0002,0.3324,0.0056,0.0002,0.0001,58,1
000014160.1257212,0.0004,0.2785,0.0345,0.0026,0.0004,0.0001,0.3737,0.0,0.0,0.0,0.0016,0.0218,0.0005,0.2859,54,1
000012005.1257442,0.0013,0.5412,0.1487,0.0,0.0006,0.0,0.2237,0.0,0.0,0.0,0.0041,0.0564,0.0092,0.0148,56,1
000013447.1257523,0.0018,0.0606,0.0158,0.0101,0.0006,0.0,0.2578,0.0,0.0009,0.0,0.6327,0.0174,0.002,0.0003,55,1
000009020.1257157,0.0026,0.7396,0.0197,0.0009,0.0019,0.0003,0.2324,0.0002,0.0001,0.0,0.0011,0.001,0.0,0.0002,35,0
000012352.1257328,0.0016,0.1742,0.008,0.004,0.0067,0.0,0.8007,0.0,0.0007,0.0,0.0002,0.0035,0.0,0.0004,64,0
000013079.1257121,0.0006,0.4424,0.163,0.0001,0.0011,0.0,0.3131,0.0,0.0,0.0,0.001,0.0693,0.0001,0.0093,47,1
000013196.1257521,0.0008,0.2631,0.0482,0.0027,0.0016,0.0,0.6811,0.0,0.0,0.0,0.0015,0.001,0.0,0.0,30,0
000013031.1257424,0.001,0.303,0.0436,0.0081,0.0024,0.0,0.6346,0.0,0.0001,0.0,0.0001,0.0071,0.0,0.0,57,1
000012135.1257389,0.0007,0.2888,0.0926,0.0009,0.006,0.0004,0.4602,0.0,0.0001,0.0,0.0002,0.0031,0.0001,0.1469,35,0
000013412.1257477,0.0029,0.4574,0.0679,0.0017,0.0009,0.0,0.3742,0.0,0.0001,0.0,0.0008,0.0237,0.0001,0.0703,65,0
000013372.1257081,0.0012,0.4582,0.0247,0.017,0.0088,0.0,0.4808,0.0,0.0,0.0,0.0011,0.0082,0.0,0.0,45,0
000005009.1257234,0.0007,0.3003,0.0837,0.0,0.0023,0.0,0.5277,0.0,0.0001,0.0002,0.0084,0.0079,0.0677,0.001,47,1
000010205.1257452,0.0008,0.5261,0.1508,0.0052,0.0047,0.0001,0.1992,0.0001,0.0002,0.0,0.0742,0.0386,0.0,0.0,30,1
000012034.1257115,0.0006,0.5543,0.0844,0.0,0.0,0.0,0.2622,0.0,0.0,0.0,0.0471,0.0512,0.0,0.0002,51,1
000012176.1257185,0.004,0.0427,0.0089,0.0576,0.0004,0.0028,0.6409,0.0001,0.0,0.0,0.001,0.0022,0.0,0.2394,58,0
000011155.1257332,0.0015,0.01,0.107,0.0001,0.0068,0.0008,0.6183,0.0001,0.0,0.0213,0.2252,0.0045,0.003,0.0014,47,1
000011055.1257462,0.0006,0.1143,0.0603,0.0009,0.0063,0.0048,0.4446,0.0,0.0,0.0,0.3239,0.0396,0.0011,0.0036,46,1
000012173.1257349,0.0004,0.4378,0.0868,0.0,0.0009,0.0,0.4549,0.0002,0.0,0.0,0.0004,0.0186,0.0,0.0,38,1
000011220.1257386,0.0017,0.109,0.06,0.0028,0.0064,0.0007,0.7831,0.0002,0.0,0.0042,0.0002,0.0159,0.008,0.0078,46,0
000012369.1257168,0.0001,0.6323,0.0937,0.0001,0.0005,0.0001,0.0994,0.0,0.0,0.0,0.001,0.1706,0.0001,0.0021,72,0
000013332.1257421,0.0184,0.1675,0.0381,0.0126,0.0038,0.0,0.7072,0.0,0.0018,0.0004,0.016,0.0107,0.0046,0.0189,44,0
000011940.1257148,0.0002,0.4346,0.0354,0.0002,0.0024,0.0016,0.4926,0.0001,0.0,0.0,0.0004,0.0226,0.0,0.0099,68,1
000012262.1257222,0.0007,0.1101,0.0607,0.0,0.0021,0.0,0.2947,0.0,0.0,0.0,0.5315,0.0,0.0,0.0002,61,0
000010186.1257302,0.0006,0.3091,0.1413,0.0001,0.0014,0.0023,0.384,0.0001,0.0,0.0,0.0013,0.1206,0.0008,0.0384,65,0
000002721.1257353,0.0051,0.3025,0.0181,0.0002,0.0039,0.0,0.666,0.0,0.0,0.0,0.0001,0.0009,0.0032,0.0,66,1
000012304.1257344,0.0237,0.4354,0.0286,0.0002,0.0007,0.0001,0.2921,0.0052,0.0002,0.0,0.0747,0.0589,0.0014,0.0788,55,0
000013501.1257128,0.001,0.7139,0.001,0.0047,0.0026,0.0,0.2547,0.0,0.0,0.0,0.0015,0.0205,0.0,0.0001,64,0
000014293.1257469,0.0006,0.3644,0.0483,0.0454,0.0135,0.0001,0.4973,0.0001,0.0001,0.0,0.0008,0.0208,0.0001,0.0085,45,1
000013253.1257406,0.0027,0.2769,0.0352,0.0034,0.0009,0.0001,0.6525,0.0,0.0,0.0003,0.0166,0.0113,0.0,0.0001,66,1
000011376.1257313,0.0006,0.6071,0.0487,0.0131,0.0032,0.0004,0.2075,0.0,0.0,0.0,0.0015,0.0817,0.0,0.0362,66,0
000012871.1257180,0.0025,0.3222,0.2053,0.0001,0.0232,0.0,0.3908,0.0,0.0,0.0017,0.0385,0.0148,0.0008,0.0001,36,1
000011409.1257422,0.0005,0.5016,0.006,0.0065,0.0038,0.0,0.4693,0.0,0.0,0.0,0.0022,0.0101,0.0,0.0,42,0
000013608.1257510,0.0046,0.4669,0.0435,0.0086,0.0008,0.0,0.4658,0.0,0.0,0.0001,0.0049,0.0048,0.0,0.0,40,1
000011080.1257266,0.0012,0.2854,0.0485,0.005,0.0003,0.0027,0.6042,0.0,0.0001,0.0,0.0007,0.0278,0.0015,0.0226,55,1
000011338.1257457,0.0006,0.5439,0.0323,0.0,0.0028,0.0,0.3949,0.0,0.0,0.0,0.0082,0.0014,0.0,0.0159,65,1
000003717.1257229,0.0014,0.2187,0.0063,0.2999,0.0003,0.0,0.3575,0.0,0.0,0.0,0.0002,0.1156,0.0,0.0001,57,0
000013609.1257143,0.0012,0.2298,0.0352,0.0016,0.0044,0.0059,0.4207,0.0,0.0,0.0,0.0008,0.0201,0.0,0.2803,36,0
000013510.1257164,0.0007,0.4815,0.1385,0.0053,0.0039,0.0,0.3494,0.0,0.0,0.0002,0.0006,0.0186,0.0009,0.0004,62,1
000005914.1257189,0.0011,0.5443,0.1011,0.0001,0.0026,0.0187,0.3168,0.0,0.0002,0.0,0.0004,0.0146,0.0,0.0001,47,0
000014223.1257197,0.0017,0.4823,0.0676,0.0,0.0027,0.0013,0.2911,0.0003,0.0,0.0014,0.0088,0.0258,0.0008,0.1162,66,0
000013532.1257500,0.0016,0.323,0.0809,0.0006,0.0053,0.0,0.5749,0.0001,0.0,0.0,0.0002,0.0129,0.0005,0.0,51,0
000010976.1257272,0.001,0.2546,0.1283,0.0033,0.0087,0.0004,0.4151,0.0001,0.0,0.0011,0.0004,0.0232,0.0829,0.0809,59,0
000010117.1257322,0.001,0.283,0.0414,0.0003,0.0027,0.0,0.6301,0.0,0.0,0.0,0.0016,0.0286,0.0001,0.0112,59,0
000013430.1257402,0.0012,0.4397,0.1262,0.0009,0.0005,0.0,0.353,0.0,0.0,0.0,0.0008,0.0394,0.0,0.0383,29,1
000012988.1257099,0.0001,0.5601,0.021,0.0093,0.0008,0.0,0.3922,0.0,0.0,0.0,0.0009,0.0156,0.0,0.0,32,0
000004077.1257447,0.0003,0.4961,0.0079,0.0,0.0003,0.0016,0.485,0.0,0.0,0.0,0.0006,0.0081,0.0001,0.0,53,0
000013177.1257309,0.0006,0.7567,0.0829,0.0,0.0003,0.0,0.111,0.0002,0.0001,0.0,0.0015,0.0453,0.0001,0.0013,63,1
000012230.1257534,0.0044,0.5372,0.0678,0.0067,0.0024,0.0,0.3408,0.0,0.0,0.0,0.0119,0.0165,0.0,0.0123,59,1
000012030.1257401,0.0009,0.6363,0.105,0.0011,0.0009,0.0,0.2224,0.0,0.0001,0.0001,0.0006,0.0323,0.0001,0.0002,58,0
000013214.1257327,0.0005,0.3167,0.0926,0.0033,0.0007,0.0,0.1651,0.0001,0.0018,0.0,0.4062,0.013,0.0,0.0,36,0
000009394.1257182,0.0008,0.0512,0.0295,0.0,0.0005,0.0,0.0639,0.0001,0.0,0.0,0.0003,0.8537,0.0,0.0,73,0
000003718.1257430,0.0108,0.2449,0.0247,0.0037,0.0038,0.0006,0.6922,0.0,0.0,0.0012,0.0059,0.0058,0.0058,0.0006,53,1
000006054.1257290,0.0009,0.494,0.0361,0.0004,0.0006,0.0015,0.4319,0.0,0.0,0.0,0.0003,0.0343,0.0,0.0,60,0
000013045.1257460,0.0001,0.4587,0.1823,0.0002,0.001,0.0,0.2573,0.0,0.0001,0.0,0.0006,0.0119,0.0002,0.0876,76,0
000013472.1257496,0.0015,0.2369,0.0044,0.0001,0.0128,0.0,0.7033,0.0,0.0,0.0,0.0045,0.0072,0.0284,0.0009,72,0
000012105.1257181,0.0006,0.4561,0.0779,0.0002,0.0004,0.0004,0.233,0.0,0.0,0.0003,0.0011,0.2298,0.0001,0.0001,66,1
000013604.1257458,0.0038,0.0062,0.0009,0.0059,0.034,0.0,0.8859,0.0,0.0008,0.0,0.0129,0.0492,0.0001,0.0003,47,0
000012928.1257098,0.0041,0.349,0.0129,0.018,0.0044,0.0,0.5601,0.0084,0.0004,0.0001,0.0004,0.0012,0.0,0.041,26,1
000013226.1257443,0.0028,0.1467,0.0729,0.0004,0.0006,0.0004,0.2728,0.0,0.0001,0.0005,0.4287,0.0632,0.0068,0.0041,61,1
000012310.1257507,0.0031,0.2153,0.0605,0.0031,0.022,0.0001,0.6746,0.0,0.0,0.0,0.0076,0.0102,0.0035,0.0,46,1
000013424.1257190,0.0016,0.5981,0.1002,0.0,0.0018,0.0,0.2846,0.0004,0.0,0.0,0.0004,0.0127,0.0,0.0002,58,0
000014593.1259719,0.0134,0.3576,0.0329,0.0233,0.0068,0.0,0.5623,0.0,0.0,0.0,0.0009,0.0025,0.0,0.0003,40,0
000014077.1259619,0.0013,0.3267,0.098,0.0275,0.0018,0.0039,0.4734,0.0,0.0,0.0039,0.0001,0.047,0.0013,0.0151,65,1
000015541.1259640,0.0005,0.4346,0.039,0.0,0.0069,0.0,0.2852,0.0,0.0,0.0,0.1066,0.0081,0.0003,0.1188,38,1
000013259.1259704,0.0012,0.5055,0.0584,0.0,0.0043,0.0002,0.3145,0.0,0.0,0.0002,0.0016,0.0477,0.0,0.0664,43,0
000014579.1259637,0.0056,0.2616,0.0994,0.0112,0.0017,0.0004,0.5725,0.0049,0.0,0.0004,0.0215,0.0164,0.0044,0.0,58,0
000014681.1259631,0.0073,0.3638,0.0724,0.0036,0.0024,0.0,0.5191,0.0001,0.0,0.0005,0.0004,0.0113,0.0001,0.019,58,1
000013689.1259635,0.0064,0.2804,0.0359,0.0256,0.0025,0.0001,0.5993,0.0,0.0001,0.0,0.0099,0.0063,0.0001,0.0334,68,0
000014188.1259699,0.0026,0.0029,0.0044,0.0154,0.0061,0.0,0.9048,0.0001,0.0001,0.0,0.003,0.0479,0.0001,0.0126,45,0
000012209.1259762,0.0039,0.3709,0.2062,0.0225,0.0007,0.0002,0.383,0.0,0.0,0.0,0.0,0.0034,0.0,0.0092,43,0
000014646.1259674,0.0009,0.3436,0.0959,0.0013,0.0043,0.0,0.5102,0.0001,0.0,0.0,0.0013,0.0189,0.0088,0.0147,34,0
000013733.1259774,0.0049,0.5114,0.0756,0.0036,0.0053,0.0002,0.3745,0.0001,0.0,0.0,0.0027,0.0216,0.0,0.0001,42,1
000014516.1259611,0.0016,0.2717,0.056,0.0155,0.0017,0.0002,0.4839,0.0002,0.0,0.0,0.001,0.168,0.0,0.0002,42,1
000014241.1259736,0.0005,0.5747,0.1152,0.0102,0.0009,0.0,0.2822,0.0002,0.0,0.0,0.0002,0.0031,0.0,0.0128,38,1
000015542.1259727,0.0006,0.5187,0.1373,0.0003,0.0074,0.0,0.293,0.0001,0.0,0.0002,0.0011,0.0232,0.0,0.0181,36,0
000013147.1259606,0.0016,0.3259,0.1031,0.0001,0.0067,0.0009,0.5037,0.0,0.0,0.0009,0.0011,0.0338,0.0162,0.006,50,0
000014502.1259617,0.0224,0.1318,0.1399,0.0047,0.0016,0.0,0.588,0.0035,0.0,0.0004,0.044,0.0636,0.0,0.0001,27,1
000013772.1259690,0.0026,0.189,0.1694,0.0669,0.0018,0.0001,0.5541,0.0,0.0,0.0015,0.0045,0.0028,0.003,0.0043,40,1
000013572.1261634,0.001,0.5696,0.0873,0.0308,0.0035,0.0,0.301,0.0001,0.0001,0.0,0.0007,0.0058,0.0,0.0001,44,1
000013821.1261727,0.0012,0.428,0.0725,0.0,0.0035,0.0005,0.4907,0.0001,0.0002,0.0,0.0013,0.002,0.0,0.0,53,1
000003580.1261755,0.001,0.462,0.0496,0.0001,0.0031,0.0,0.478,0.0,0.0001,0.0001,0.0005,0.0013,0.0034,0.0008,45,1
000013952.1262048,0.0004,0.3377,0.2219,0.0,0.0004,0.0,0.3584,0.0002,0.0,0.0077,0.0426,0.0257,0.005,0.0,48,1
000013807.1262021,0.0117,0.0309,0.0111,0.0003,0.0345,0.0004,0.8842,0.0001,0.0,0.0,0.0006,0.0034,0.0001,0.0227,66,1
000014258.1261866,0.0008,0.322,0.0841,0.0,0.004,0.0012,0.5555,0.0001,0.0001,0.0004,0.0012,0.0304,0.0,0.0002,46,0
000009608.1261962,0.0008,0.2954,0.086,0.0,0.006,0.0001,0.5334,0.0002,0.0001,0.0015,0.0019,0.0386,0.0034,0.0326,61,1
000002520.1262001,0.0021,0.5346,0.0903,0.0,0.0036,0.0015,0.2968,0.0132,0.0,0.0,0.0037,0.0542,0.0,0.0,50,0
